rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
8367,ScienceFusion,1077,-,-,-,2,3,-,33%,67%,17 Aug 2016,27 Sep 2017,23:11
8368,mikey,1077,-,-,-,2,3,-,-,100%,18 Oct 2015,27 Sep 2017,23:11
8369,Browning,1076,6,4,1,8,34,56%,29%,15%,21 Oct 2015,27 Sep 2017,23:11
8370,Kile7,1076,3,6,3,26,34,65%,12%,24%,10 Aug 2016,27 Sep 2017,23:11
8371,HarleyQuinn,1076,2,2,3,7,24,50%,42%,8%,05 Feb 2017,27 Sep 2017,23:11
8372,handad123,1076,1,4,2,23,29,45%,38%,17%,16 Oct 2015,27 Sep 2017,23:11
8373,zutart,1076,1,2,1,13,15,53%,20%,27%,04 Jan 2016,27 Sep 2017,23:11
8374,IchBinDeinTod,1076,1,-,1,2,9,33%,44%,22%,14 Mar 2016,27 Sep 2017,23:11
8375,jeremykb,1076,-,1,-,3,10,20%,30%,50%,15 Oct 2015,27 Sep 2017,23:11
8376,Blastematic,1076,-,1,-,5,8,88%,13%,-,22 Nov 2016,27 Sep 2017,23:11
8377,zeonyphus,1076,-,1,-,2,7,14%,14%,71%,15 Oct 2015,27 Sep 2017,23:11
8378,Jorien king,1076,-,-,1,2,7,29%,14%,57%,09 Nov 2015,27 Sep 2017,23:11
8379,Sham3R,1076,-,-,1,2,4,-,-,100%,23 Jan 2016,27 Sep 2017,23:11
8380,onepingking,1076,-,-,-,7,8,50%,13%,38%,09 Jun 2016,27 Sep 2017,23:11
8381,Lomein1710,1076,-,-,-,5,8,50%,38%,13%,11 Nov 2015,27 Sep 2017,23:11
8382,Hikigaya Hachiman,1076,-,-,-,2,2,-,50%,50%,28 Oct 2015,27 Sep 2017,23:11
8383,Fedoraman,1075,1,1,1,6,11,45%,18%,36%,22 Oct 2015,27 Sep 2017,23:11
8384,LastRight,1075,1,1,1,4,9,44%,11%,44%,02 Mar 2016,27 Sep 2017,23:11
8385,Servo,1075,1,-,1,3,9,33%,33%,33%,02 Jul 2016,27 Sep 2017,23:11
8386,mickallbush,1075,1,-,-,8,12,8%,-,92%,03 Apr 2016,27 Sep 2017,23:11
8387,Nowayout,1075,-,4,-,4,12,50%,25%,25%,15 Oct 2015,27 Sep 2017,23:11
8388,Substitue,1075,-,1,1,11,27,22%,33%,44%,01 Jun 2016,27 Sep 2017,23:11
8389,chpabe,1075,-,1,1,3,19,16%,53%,32%,07 Nov 2015,27 Sep 2017,23:11
8390,LAINBR,1075,-,-,2,3,14,43%,-,57%,10 Feb 2017,27 Sep 2017,23:11
8391,AronAxe,1075,-,-,1,6,9,22%,44%,33%,11 Sep 2016,27 Sep 2017,23:11
8392,Toloyo,1075,-,-,-,5,8,25%,38%,38%,05 Apr 2016,27 Sep 2017,23:11
8393,mattalcock,1075,-,-,-,3,5,20%,40%,40%,18 Feb 2016,27 Sep 2017,23:11
8394,Mister Hasburg,1075,-,-,-,3,5,-,-,100%,07 Apr 2017,27 Sep 2017,23:11
8395,NinjaProRandom,1075,-,-,-,2,4,-,50%,50%,31 Oct 2015,27 Sep 2017,23:11
8396,Fighter X,1075,-,-,-,2,3,-,33%,67%,28 Aug 2016,27 Sep 2017,23:11
8397,piki,1075,-,-,-,2,2,-,50%,50%,01 Dec 2016,27 Sep 2017,23:11
8398,klipspringer,1074,2,2,5,28,39,28%,51%,21%,24 Apr 2016,27 Sep 2017,23:11
8399,Pwmckenna,1074,1,-,1,2,5,60%,20%,20%,30 Oct 2015,27 Sep 2017,23:11
8400,Mike0128012,1074,-,1,-,14,16,44%,38%,19%,15 Jan 2016,27 Sep 2017,23:11
8401,RckPprScssrsLzrdSpck,1074,-,1,-,7,11,64%,27%,9%,22 Feb 2016,27 Sep 2017,23:11
8402,Twitchblade,1074,-,1,-,4,5,40%,-,60%,20 Dec 2015,27 Sep 2017,23:11
8403,Fistmeet,1074,-,1,-,3,5,-,60%,40%,17 Oct 2015,27 Sep 2017,23:11
8404,Rayhn,1074,-,-,-,2,2,-,50%,50%,14 Aug 2016,27 Sep 2017,23:11
8405,SolidPoint,1073,6,-,-,11,17,65%,18%,18%,19 Oct 2015,27 Sep 2017,23:11
8406,Drago5,1073,4,2,4,30,55,65%,24%,11%,16 Mar 2016,27 Sep 2017,23:11
8407,humanmetrics,1073,3,1,2,5,17,71%,18%,12%,18 Nov 2015,27 Sep 2017,23:11
8408,Prodiver,1073,1,4,4,9,22,64%,23%,14%,24 Sep 2016,27 Sep 2017,23:11
8409,Captainonboard,1073,1,-,-,10,16,19%,19%,63%,31 Dec 2015,27 Sep 2017,23:11
8410,Toonhound,1073,-,1,2,8,13,62%,15%,23%,06 Dec 2015,27 Sep 2017,23:11
8411,Big Rig,1073,-,1,1,11,16,56%,25%,19%,18 Oct 2015,27 Sep 2017,23:11
8412,Doc Holladay,1073,-,1,1,2,16,31%,25%,44%,24 Oct 2015,27 Sep 2017,23:11
8413,Tytonidae,1073,-,1,-,4,12,33%,17%,50%,17 Oct 2015,27 Sep 2017,23:11
8414,bigfoot277,1073,-,1,-,2,7,57%,43%,-,27 Jan 2016,27 Sep 2017,23:11
8415,Swarmblaster,1073,-,-,-,5,8,13%,63%,25%,17 Mar 2016,27 Sep 2017,23:11
8416,Leofong,1073,-,-,-,3,3,-,33%,67%,19 Oct 2015,27 Sep 2017,23:11
8417,dangregory97,1072,3,5,4,33,65,43%,26%,31%,17 Oct 2015,27 Sep 2017,23:11
8418,Cromagus,1072,2,1,2,3,10,60%,30%,10%,03 Apr 2016,27 Sep 2017,23:11
8419,shrouded_ace,1072,2,1,-,3,6,83%,-,17%,21 Oct 2015,27 Sep 2017,23:11
8420,Azrial96,1072,1,4,7,22,52,54%,25%,21%,10 Aug 2016,27 Sep 2017,23:11
8421,Sootne,1072,1,4,-,7,34,74%,15%,12%,15 Oct 2015,27 Sep 2017,23:11
8422,Eth02,1072,1,-,1,3,15,27%,40%,33%,17 Mar 2016,27 Sep 2017,23:11
8423,HohoBa,1072,1,-,1,7,10,40%,40%,20%,20 Oct 2015,27 Sep 2017,23:11
8424,yawmoght,1072,1,-,-,2,5,40%,-,60%,29 Oct 2015,27 Sep 2017,23:11
8425,Knowsnothing,1072,-,1,-,6,10,30%,20%,50%,17 Oct 2015,27 Sep 2017,23:11
8426,fiberoptck,1072,-,1,-,4,5,20%,20%,60%,15 Oct 2015,27 Sep 2017,23:11
8427,MrSaint,1072,-,-,-,6,10,20%,40%,40%,27 Mar 2016,27 Sep 2017,23:11
8428,Clone Army,1072,-,-,-,2,6,17%,-,83%,10 Nov 2015,27 Sep 2017,23:11
8429,arpequine,1072,-,-,-,3,5,20%,60%,20%,16 Oct 2015,27 Sep 2017,23:11
8430,Speers,1072,-,-,-,2,5,-,20%,80%,17 Oct 2015,27 Sep 2017,23:11
8431,Lassair,1072,-,-,-,2,4,-,-,100%,12 Sep 2016,27 Sep 2017,23:11
8432,Sp4rk,1072,-,-,-,2,3,-,33%,67%,03 Aug 2016,27 Sep 2017,23:11
8433,lastnline11,1071,7,4,1,16,24,67%,13%,21%,15 Dec 2015,27 Sep 2017,23:11
8434,A Falling Spanner,1071,1,2,4,8,23,65%,26%,9%,04 Apr 2017,27 Sep 2017,23:11
8435,CannedHeat,1071,1,1,-,6,16,31%,31%,38%,07 May 2016,27 Sep 2017,23:11
8436,Adrian10,1071,1,1,-,3,7,29%,-,71%,18 Mar 2016,27 Sep 2017,23:11
8437,DannyMac,1071,1,-,-,5,12,17%,33%,50%,08 Feb 2016,27 Sep 2017,23:11
8438,xiwT,1071,1,-,-,4,6,33%,33%,33%,15 Jun 2016,27 Sep 2017,23:11
8439,Joey41,1071,-,2,-,6,12,33%,17%,50%,31 Oct 2015,27 Sep 2017,23:11
8440,Redwiggler,1071,-,-,-,11,17,24%,47%,29%,10 Jan 2017,27 Sep 2017,23:11
8441,kp0030,1071,-,-,-,3,10,50%,10%,40%,09 Oct 2016,27 Sep 2017,23:11
8442,Smokeythejaguar,1071,-,-,-,2,5,40%,-,60%,21 Feb 2016,27 Sep 2017,23:11
8443,_oeL,1071,-,-,-,2,5,-,20%,80%,28 Aug 2017,27 Sep 2017,23:11
8444,LordInfamous,1071,-,-,-,2,4,-,-,100%,05 Jun 2016,27 Sep 2017,23:11
8445,Kierk,1070,3,1,-,14,19,32%,21%,47%,05 Feb 2017,27 Sep 2017,23:11
8446,Jd0g23,1070,1,3,-,10,14,57%,7%,36%,15 Oct 2015,27 Sep 2017,23:11
8447,R4FKEN,1070,1,1,1,36,46,46%,41%,13%,23 Dec 2015,27 Sep 2017,23:11
8448,flyingsoggynoodle,1070,-,3,1,57,71,45%,10%,45%,20 Oct 2015,27 Sep 2017,23:11
8449,Kstump,1070,-,1,2,16,25,44%,44%,12%,21 Jan 2017,27 Sep 2017,23:11
8450,AnubisBorn,1070,-,1,-,30,49,39%,27%,35%,10 Jul 2017,27 Sep 2017,23:11
8451,Bingmaster,1070,-,1,-,2,5,40%,20%,40%,03 Oct 2016,27 Sep 2017,23:11
8452,RayIeed,1070,-,-,4,21,28,61%,25%,14%,07 Jan 2016,27 Sep 2017,23:11
8453,_assassin_,1070,-,-,-,2,3,-,-,100%,15 Mar 2017,27 Sep 2017,23:11
8454,Greenhood,1069,7,1,-,4,19,68%,11%,21%,26 Oct 2015,27 Sep 2017,23:11
8455,Goochi mane,1069,2,2,1,3,12,50%,42%,8%,15 Mar 2016,27 Sep 2017,23:11
8456,BADMON,1069,1,4,4,46,53,66%,23%,11%,03 Sep 2016,27 Sep 2017,23:11
8457,Jimpo,1069,1,3,4,2,29,45%,14%,41%,19 Mar 2016,27 Sep 2017,23:11
8458,Nebworm,1069,1,2,1,13,23,30%,57%,13%,16 Nov 2015,27 Sep 2017,23:11
8459,ImJames,1069,1,-,2,5,13,54%,15%,31%,11 Jan 2016,27 Sep 2017,23:11
8460,BobSaget607,1069,1,-,1,3,9,22%,33%,44%,14 Mar 2016,27 Sep 2017,23:11
8461,Bootyjustice,1069,-,1,1,6,21,14%,24%,62%,27 Nov 2015,27 Sep 2017,23:11
8462,SpaceLord117,1069,-,1,1,5,18,28%,28%,44%,14 Jul 2016,27 Sep 2017,23:11
8463,Marskiu,1069,-,1,-,3,5,20%,60%,20%,29 Dec 2015,27 Sep 2017,23:11
8464,Lager,1069,-,-,2,6,13,46%,23%,31%,01 Nov 2015,27 Sep 2017,23:11
8465,DaPlug,1069,-,-,2,9,11,-,9%,91%,27 Sep 2016,27 Sep 2017,23:11
8466,ValGrey,1069,-,-,1,5,12,58%,42%,-,29 Nov 2015,27 Sep 2017,23:11
8467,icelo,1069,-,-,-,3,11,-,-,100%,16 Oct 2015,27 Sep 2017,23:11
8468,Lukkerd,1069,-,-,-,2,8,38%,25%,38%,21 Mar 2017,27 Sep 2017,23:11
8469,duLh,1069,-,-,-,3,7,14%,29%,57%,20 Mar 2016,27 Sep 2017,23:11
8470,WetSocks,1069,-,-,-,3,7,14%,29%,57%,03 Dec 2015,27 Sep 2017,23:11
8471,shotgun,1069,-,-,-,2,2,-,-,100%,26 Jun 2017,27 Sep 2017,23:11
8472,Ronald,1068,5,2,4,30,45,47%,44%,9%,20 Nov 2016,27 Sep 2017,23:11
8473,Okanus,1068,4,6,5,24,43,65%,30%,5%,28 Dec 2015,27 Sep 2017,23:11
8474,Jaxaxcook,1068,2,1,1,7,12,33%,17%,50%,15 Oct 2015,27 Sep 2017,23:11
8475,NixIsia,1068,2,1,-,19,22,27%,41%,32%,18 Oct 2015,27 Sep 2017,23:11
8476,Laurens54321,1068,2,1,-,3,11,45%,27%,27%,09 Nov 2015,27 Sep 2017,23:11
8477,JohnCalvinWasRight,1068,2,-,1,6,20,20%,45%,35%,17 Nov 2015,27 Sep 2017,23:11
8478,billytheme,1068,2,-,-,6,16,38%,-,63%,06 Mar 2017,27 Sep 2017,23:11
8479,Flipdip,1068,1,-,-,2,6,17%,33%,50%,06 May 2016,27 Sep 2017,23:11
8480,Paulsbrass,1068,1,-,-,3,5,20%,40%,40%,17 Oct 2015,27 Sep 2017,23:11
8481,Ensign Crow,1068,1,-,-,4,5,20%,40%,40%,26 Jul 2016,27 Sep 2017,23:11
8482,Fisticuffs,1068,-,4,3,17,26,69%,8%,23%,25 Oct 2015,27 Sep 2017,23:11
8483,Cr1tikal,1068,-,1,-,2,16,19%,6%,75%,21 Sep 2016,27 Sep 2017,23:11
8484,Narcis904,1068,-,1,-,5,8,13%,50%,38%,19 Apr 2016,27 Sep 2017,23:11
8485,Soup728,1068,-,-,2,3,12,33%,17%,50%,07 Apr 2017,27 Sep 2017,23:11
8486,Lunanator,1068,-,-,-,5,7,29%,14%,57%,10 Nov 2015,27 Sep 2017,23:11
8487,TeaDog,1068,-,-,-,2,5,20%,-,80%,16 Oct 2015,27 Sep 2017,23:11
8488,TsunTsu,1068,-,-,-,2,5,-,-,100%,05 Jul 2016,27 Sep 2017,23:11
8489,Grimshade,1068,-,-,-,3,4,25%,50%,25%,12 Aug 2016,27 Sep 2017,23:11
8490,quiznos,1068,-,-,-,2,2,-,-,100%,06 Apr 2017,27 Sep 2017,23:11
8491,sombrakun,1068,-,-,-,2,2,-,-,100%,26 May 2017,27 Sep 2017,23:11
8492,Khiyl,1067,3,2,2,13,22,64%,14%,23%,22 Oct 2015,27 Sep 2017,23:11
8493,Jetlagger227,1067,2,1,2,4,25,60%,20%,20%,17 Oct 2015,27 Sep 2017,23:11
8494,SkiCon,1067,1,1,2,4,13,46%,31%,23%,17 Oct 2015,27 Sep 2017,23:11
8495,GuyLAD,1067,1,-,2,6,15,33%,13%,53%,30 Oct 2015,27 Sep 2017,23:11
8496,Keukakiller,1067,-,-,-,4,9,-,67%,33%,13 Jun 2016,27 Sep 2017,23:11
8497,Nytrau1ic,1067,-,-,-,9,9,-,-,100%,19 Dec 2016,27 Sep 2017,23:11
8498,Velfust,1067,-,-,-,2,2,-,-,100%,15 Dec 2016,27 Sep 2017,23:11
8499,cyberjk,1066,19,9,2,7,54,78%,9%,13%,21 Oct 2015,27 Sep 2017,23:11
8500,worost,1066,3,-,1,8,12,33%,8%,58%,27 Oct 2015,27 Sep 2017,23:11
8501,nod666,1066,2,2,1,3,37,32%,16%,51%,29 Jun 2017,27 Sep 2017,23:11
8502,Kurian90,1066,2,-,1,3,20,25%,30%,45%,22 Jun 2016,27 Sep 2017,23:11
8503,MikeHawk,1066,1,-,1,4,13,15%,-,85%,20 Oct 2015,27 Sep 2017,23:11
8504,AlteredEgo,1066,-,2,1,5,19,58%,11%,32%,20 Oct 2015,27 Sep 2017,23:11
8505,h0nu,1066,-,1,-,3,8,13%,13%,75%,02 Nov 2016,27 Sep 2017,23:11
8506,Famdog,1066,-,-,4,7,11,36%,36%,27%,01 Jul 2017,27 Sep 2017,23:11
8507,Wartec,1066,-,-,-,3,14,14%,36%,50%,22 Dec 2015,27 Sep 2017,23:11
8508,promo53,1066,-,-,-,2,8,-,38%,63%,09 Nov 2015,27 Sep 2017,23:11
8509,BadStrategist,1066,-,-,-,3,7,-,-,100%,12 Mar 2017,27 Sep 2017,23:11
8510,rakakadir,1066,-,-,-,2,6,-,33%,67%,29 Nov 2015,27 Sep 2017,23:11
8511,CrackedCranium,1065,4,4,5,36,53,49%,45%,6%,05 Oct 2015,27 Sep 2017,23:11
8512,Dobbs,1065,2,-,-,4,6,50%,17%,33%,13 Mar 2016,27 Sep 2017,23:11
8513,KimJongPoon,1065,1,3,1,5,11,64%,18%,18%,21 Oct 2015,27 Sep 2017,23:11
8514,TraNce0830,1065,1,1,-,4,18,28%,17%,56%,19 Feb 2016,27 Sep 2017,23:11
8515,Illuminautilus,1065,1,1,-,3,18,22%,17%,61%,22 Nov 2015,27 Sep 2017,23:11
8516,VigorousPie,1065,1,-,1,6,13,23%,8%,69%,20 Oct 2015,27 Sep 2017,23:11
8517,JuliusWorld,1065,1,-,1,4,9,33%,44%,22%,10 Mar 2016,27 Sep 2017,23:11
8518,ajb128128,1065,1,-,-,4,13,38%,-,62%,16 Oct 2015,27 Sep 2017,23:11
8519,Soullone1,1065,1,-,-,3,7,14%,43%,43%,28 Jun 2017,27 Sep 2017,23:11
8520,Disco,1065,-,1,2,7,16,50%,38%,13%,14 Mar 2016,27 Sep 2017,23:11
8521,StantonMJS,1065,-,1,-,5,6,33%,50%,17%,16 Dec 2015,27 Sep 2017,23:11
8522,Terry362,1065,-,-,-,6,10,20%,70%,10%,15 Feb 2016,27 Sep 2017,23:11
8523,ArCo94,1065,-,-,-,4,8,-,25%,75%,15 Mar 2016,27 Sep 2017,23:11
8524,Fake5,1065,-,-,-,5,5,-,20%,80%,14 Dec 2016,27 Sep 2017,23:11
8525,Ivan123,1065,-,-,-,2,3,-,-,100%,17 Oct 2015,27 Sep 2017,23:11
8526,ldonil,1065,-,-,-,2,2,-,-,100%,19 Oct 2015,27 Sep 2017,23:11
8527,Owe_Curry_,1064,1,-,-,6,19,21%,11%,68%,14 Jan 2017,27 Sep 2017,23:11
8528,Roboempire117,1064,-,2,-,3,8,25%,25%,50%,15 Feb 2016,27 Sep 2017,23:11
8529,bryan900000,1064,-,1,1,6,17,18%,12%,71%,06 Nov 2015,27 Sep 2017,23:11
8530,Chilidogofdeath,1064,-,-,2,5,12,17%,33%,50%,20 Oct 2015,27 Sep 2017,23:11
8531,boss lu,1064,-,-,-,3,4,-,25%,75%,01 Dec 2015,27 Sep 2017,23:11
8532,PunisherAngel69,1064,-,-,-,2,4,-,25%,75%,26 Apr 2017,27 Sep 2017,23:11
8533,Straenjer,1063,-,-,1,3,9,22%,11%,67%,19 Dec 2016,27 Sep 2017,23:11
8534,Dblanke,1063,-,-,1,4,5,20%,-,80%,01 Sep 2016,27 Sep 2017,23:11
8535,AAlan,1062,10,5,5,38,71,54%,21%,25%,18 Dec 2015,27 Sep 2017,23:11
8536,Poebelprinzessin,1062,3,3,-,18,28,75%,7%,18%,01 Oct 2015,27 Sep 2017,23:11
8537,Jokk,1062,3,1,-,2,6,67%,33%,-,28 Nov 2015,27 Sep 2017,23:11
8538,burgerlover,1062,2,-,1,5,22,36%,32%,32%,09 Nov 2015,27 Sep 2017,23:11
8539,sergiov2000,1062,1,1,2,3,22,14%,5%,82%,21 Jan 2016,27 Sep 2017,23:11
8540,MattVanIsle,1062,1,-,-,2,3,33%,67%,-,02 Jan 2016,27 Sep 2017,23:11
8541,Rupaul,1062,-,2,1,6,13,38%,23%,38%,01 Apr 2016,27 Sep 2017,23:11
8542,alexjones94,1062,-,2,-,4,6,33%,50%,17%,21 Oct 2015,27 Sep 2017,23:11
8543,Uberskooper,1062,-,-,-,7,16,19%,38%,44%,16 Oct 2015,27 Sep 2017,23:11
8544,Joshkmoir,1062,-,-,-,2,10,-,10%,90%,18 Oct 2015,27 Sep 2017,23:11
8545,Garriel,1062,-,-,-,2,2,-,-,100%,05 Nov 2015,27 Sep 2017,23:11
8546,Tyroid637,1061,4,2,1,4,21,43%,5%,52%,05 Mar 2016,27 Sep 2017,23:11
8547,Boncek,1061,2,2,3,5,12,67%,25%,8%,15 Oct 2015,27 Sep 2017,23:11
8548,Sawickiboy,1061,2,1,1,2,11,45%,18%,36%,19 Nov 2015,27 Sep 2017,23:11
8549,vonpupinpants,1061,1,3,2,6,22,55%,27%,18%,05 Nov 2016,27 Sep 2017,23:11
8550,RoyalDoctor,1061,1,2,2,8,29,48%,31%,21%,03 Dec 2015,27 Sep 2017,23:11
8551,Corben,1061,1,1,3,14,21,52%,14%,33%,07 Jun 2016,27 Sep 2017,23:11
8552,IAmGrover,1061,1,1,1,2,15,27%,-,73%,19 Oct 2015,27 Sep 2017,23:11
8553,Hakuna Matata,1061,1,-,-,3,7,29%,43%,29%,29 Mar 2016,27 Sep 2017,23:11
8554,BDAC2,1061,-,2,-,12,14,-,7%,93%,20 Aug 2016,27 Sep 2017,23:11
8555,Mythgarr,1061,-,2,-,3,5,60%,40%,-,10 Jan 2017,27 Sep 2017,23:11
8556,EvoSilverz,1061,-,1,3,9,27,33%,33%,33%,14 Oct 2015,27 Sep 2017,23:11
8557,Xxvik44xX,1061,-,-,1,4,10,10%,10%,80%,31 May 2017,27 Sep 2017,23:11
8558,Wezeen,1061,-,-,1,4,8,25%,13%,63%,06 Oct 2016,27 Sep 2017,23:11
8559,MrWright,1061,-,-,1,4,6,33%,33%,33%,16 Mar 2016,27 Sep 2017,23:11
8560,Atrorise,1061,-,-,1,2,5,20%,-,80%,08 Jan 2017,27 Sep 2017,23:11
8561,Fozzy,1061,-,-,-,11,13,38%,31%,31%,20 Dec 2015,27 Sep 2017,23:11
8562,Riari,1061,-,-,-,3,9,-,-,100%,16 Nov 2015,27 Sep 2017,23:11
8563,Bigbustycoon,1061,-,-,-,5,6,-,17%,83%,05 Mar 2017,27 Sep 2017,23:11
8564,cmdr stinkhammer,1061,-,-,-,3,5,20%,40%,40%,03 Mar 2017,27 Sep 2017,23:11
8565,bossed salad,1061,-,-,-,2,5,-,40%,60%,02 Jun 2016,27 Sep 2017,23:11
8566,Stevold,1061,-,-,-,3,5,-,-,100%,12 Aug 2016,27 Sep 2017,23:11
8567,amario,1061,-,-,-,2,2,-,100%,-,24 Oct 2015,27 Sep 2017,23:11
8568,Cpt Colin,1060,2,-,-,3,16,13%,-,88%,22 Oct 2015,27 Sep 2017,23:11
8569,Alyx,1060,1,1,2,6,16,44%,25%,31%,10 Jun 2016,27 Sep 2017,23:11
8570,Jamesdrum00,1060,-,2,-,5,18,28%,33%,39%,10 Nov 2015,27 Sep 2017,23:11
8571,Barnicle,1060,-,1,1,16,18,67%,22%,11%,15 Oct 2015,27 Sep 2017,23:11
8572,Wankertron,1060,-,1,-,4,15,20%,33%,47%,28 Dec 2015,27 Sep 2017,23:11
8573,davish1,1060,-,-,2,4,12,50%,33%,17%,18 Nov 2015,27 Sep 2017,23:11
8574,delong,1060,-,-,-,9,9,22%,-,78%,19 Oct 2015,27 Sep 2017,23:11
8575,Ihatefps,1060,-,-,-,4,6,-,-,100%,21 Oct 2015,27 Sep 2017,23:11
8576,hbdraug,1060,-,-,-,3,4,25%,-,75%,23 Jan 2016,27 Sep 2017,23:11
8577,Cameo,1060,-,-,-,3,4,-,-,100%,08 Jan 2016,27 Sep 2017,23:11
8578,CMDR TATER,1059,3,1,-,6,13,46%,15%,38%,12 Nov 2015,27 Sep 2017,23:11
8579,Mevartal,1059,2,1,-,3,19,47%,11%,42%,01 Jul 2016,27 Sep 2017,23:11
8580,Glepperd,1059,1,2,2,7,12,42%,8%,50%,05 Nov 2015,27 Sep 2017,23:11
8581,V-24601,1059,1,-,2,6,13,38%,46%,15%,10 Sep 2016,27 Sep 2017,23:11
8582,callmed24,1059,1,-,-,4,9,33%,44%,22%,29 Dec 2015,27 Sep 2017,23:11
8583,Bitxo,1059,-,1,2,9,16,50%,38%,13%,12 Aug 2015,27 Sep 2017,23:11
8584,DrNoisy,1059,-,1,-,3,10,40%,30%,30%,21 Oct 2015,27 Sep 2017,23:11
8585,ivanu413,1059,-,-,1,3,13,46%,31%,23%,06 Feb 2017,27 Sep 2017,23:11
8586,Wolfenstien,1059,-,-,1,2,10,10%,-,90%,21 Oct 2015,27 Sep 2017,23:11
8587,Marc477,1059,-,-,-,2,6,17%,17%,67%,01 Feb 2017,27 Sep 2017,23:11
8588,The Leptys,1058,8,2,1,23,56,57%,20%,23%,26 Oct 2015,27 Sep 2017,23:11
8589,doyley1094,1058,1,4,3,8,22,50%,18%,32%,14 Nov 2015,27 Sep 2017,23:11
8590,stefanxxl,1058,1,-,-,3,11,18%,18%,64%,29 Dec 2015,27 Sep 2017,23:11
8591,Victir Valentine,1058,1,-,-,3,4,25%,25%,50%,17 Oct 2015,27 Sep 2017,23:11
8592,Keanu,1058,-,2,1,17,32,47%,22%,31%,21 Feb 2016,27 Sep 2017,23:11
8593,Scotchtape77,1058,-,2,1,2,8,50%,25%,25%,09 Jan 2017,27 Sep 2017,23:11
8594,The Bar Jew,1058,-,1,1,6,15,33%,47%,20%,17 May 2016,27 Sep 2017,23:11
8595,Kdash,1058,-,1,-,3,7,-,-,100%,18 Oct 2015,27 Sep 2017,23:11
8596,Femice,1058,-,1,-,3,6,50%,17%,33%,07 Nov 2015,27 Sep 2017,23:11
8597,Wedge,1058,-,-,1,3,9,-,11%,89%,25 Oct 2015,27 Sep 2017,23:11
8598,EAST,1058,-,-,-,2,11,9%,-,91%,11 Nov 2015,27 Sep 2017,23:11
8599,Loafius,1058,-,-,-,3,10,-,10%,90%,03 Sep 2016,27 Sep 2017,23:11
8600,PoisonHazellnut,1058,-,-,-,3,5,20%,-,80%,15 Oct 2015,27 Sep 2017,23:11
8601,Trinacria,1058,-,-,-,3,5,-,-,100%,21 Oct 2015,27 Sep 2017,23:11
8602,Evileconboy,1058,-,-,-,3,3,-,67%,33%,28 Nov 2015,27 Sep 2017,23:11
8603,MNShep,1058,-,-,-,2,3,-,-,100%,01 Sep 2016,27 Sep 2017,23:11
8604,Sara Assim,1057,3,1,5,19,29,55%,14%,31%,21 May 2016,27 Sep 2017,23:11
8605,Voxian,1057,2,1,3,4,27,48%,26%,26%,18 Jan 2016,27 Sep 2017,23:11
8606,Mug281,1057,2,1,-,3,7,43%,-,57%,07 Nov 2015,27 Sep 2017,23:11
8607,Charun,1057,1,5,5,42,49,59%,29%,12%,15 Oct 2015,27 Sep 2017,23:11
8608,Fives,1057,1,-,-,3,20,20%,45%,35%,20 Oct 2015,27 Sep 2017,23:11
8609,Elessar,1057,1,-,-,4,9,22%,11%,67%,16 Oct 2015,27 Sep 2017,23:11
8610,Talus,1057,-,1,5,2,13,46%,23%,31%,18 Dec 2016,27 Sep 2017,23:11
8611,Fike Mox,1057,-,1,1,11,22,45%,55%,-,25 Oct 2015,27 Sep 2017,23:11
8612,Support,1057,-,-,-,2,8,-,13%,88%,14 Mar 2016,27 Sep 2017,23:11
8613,General_brady,1057,-,-,-,2,3,-,33%,67%,07 Mar 2017,27 Sep 2017,23:11
8614,KuroN7,1057,-,-,-,2,2,-,-,100%,17 Jan 2016,27 Sep 2017,23:11
8615,MaskSenpai,1057,-,-,-,2,2,-,100%,-,31 Aug 2016,27 Sep 2017,23:11
8616,kazztawdal,1056,6,6,2,41,47,57%,23%,19%,16 Aug 2015,27 Sep 2017,23:11
8617,PeaceMaker,1056,1,1,1,11,18,39%,33%,28%,18 Oct 2016,27 Sep 2017,23:11
8618,khaboom,1056,1,1,1,5,14,36%,21%,43%,24 Jun 2016,27 Sep 2017,23:11
8619,fenres,1056,1,-,-,5,10,30%,50%,20%,17 Dec 2015,27 Sep 2017,23:11
8620,The Shaft,1056,-,-,2,10,11,18%,27%,55%,20 Jul 2017,27 Sep 2017,23:11
8621,ChillieBoss,1056,-,-,1,16,20,20%,40%,40%,04 Mar 2016,27 Sep 2017,23:11
8622,DoomBlossom,1056,-,-,1,4,6,50%,33%,17%,22 Jun 2016,27 Sep 2017,23:11
8623,Agguilla,1056,-,-,1,3,6,17%,-,83%,21 Nov 2016,27 Sep 2017,23:11
8624,PrincePrsh,1056,-,-,-,2,5,20%,40%,40%,31 Mar 2017,27 Sep 2017,23:11
8625,RaoulLux,1056,-,-,-,3,5,-,40%,60%,12 Jan 2016,27 Sep 2017,23:11
8626,jhanschoo,1055,1,2,2,9,12,33%,25%,42%,20 Oct 2015,27 Sep 2017,23:11
8627,Microwavedcats,1055,1,2,1,7,21,33%,5%,62%,16 Oct 2015,27 Sep 2017,23:11
8628,sixthbeest,1055,1,1,1,4,16,31%,25%,44%,08 Feb 2016,27 Sep 2017,23:11
8629,RedSabre17,1055,1,1,1,4,14,21%,36%,43%,08 Mar 2017,27 Sep 2017,23:11
