rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
5802,Aquatic Alliance,1152,2,-,-,3,7,29%,-,71%,06 Oct 2015,02 Oct 2017,12:41
5803,chubacca,1152,2,-,-,1,3,67%,-,33%,18 Oct 2015,02 Oct 2017,12:41
5804,Chaosunit,1152,1,4,10,17,54,91%,7%,2%,12 Jul 2016,02 Oct 2017,12:41
5805,nimueh,1152,1,1,-,5,10,40%,50%,10%,01 Jan 2016,02 Oct 2017,12:41
5806,Octoise,1152,1,1,-,1,7,43%,43%,14%,19 Oct 2015,02 Oct 2017,12:41
5807,Carts,1152,1,-,-,3,8,63%,38%,-,30 Aug 2016,02 Oct 2017,12:41
5808,Hirofox,1152,1,-,-,3,7,29%,14%,57%,25 Aug 2016,02 Oct 2017,12:41
5809,HanTheMan,1152,1,-,-,1,3,33%,33%,33%,14 Oct 2015,02 Oct 2017,12:41
5810,Shiori,1152,-,2,-,3,7,29%,29%,43%,15 Oct 2015,02 Oct 2017,12:41
5811,leira,1152,-,1,1,7,13,31%,8%,62%,05 Oct 2015,02 Oct 2017,12:41
5812,RiseAgainst,1152,-,1,1,1,6,17%,17%,67%,15 Oct 2015,02 Oct 2017,12:41
5813,Glyphos,1152,-,1,-,2,9,44%,33%,22%,15 Dec 2015,02 Oct 2017,12:41
5814,M G P,1152,-,1,-,2,6,100%,-,-,16 Jan 2016,02 Oct 2017,12:41
5815,jonbi032,1152,-,1,-,4,5,80%,20%,-,01 Nov 2016,02 Oct 2017,12:41
5816,wanderm,1152,-,1,-,2,3,67%,33%,-,17 Oct 2015,02 Oct 2017,12:41
5817,Ludwig Friedrich,1152,-,-,2,4,7,43%,-,57%,01 Apr 2016,02 Oct 2017,12:41
5818,turbografx16,1152,-,-,2,2,4,50%,-,50%,20 Dec 2015,02 Oct 2017,12:41
5819,Empire of Me,1152,-,-,1,4,7,43%,29%,29%,01 Jan 2017,02 Oct 2017,12:41
5820,L2704,1152,-,-,1,1,5,20%,80%,-,16 Feb 2017,02 Oct 2017,12:41
5821,Buhbuhcuh,1152,-,-,1,1,3,100%,-,-,17 Oct 2015,02 Oct 2017,12:41
5822,SokoS,1152,-,-,-,1,9,-,-,100%,25 Dec 2015,02 Oct 2017,12:41
5823,Zandago,1152,-,-,-,4,8,63%,-,38%,19 Oct 2015,02 Oct 2017,12:41
5824,ParzivalHuntsOn,1152,-,-,-,1,5,20%,20%,60%,18 Oct 2015,02 Oct 2017,12:41
5825,MixerD,1152,-,-,-,2,4,25%,25%,50%,29 Dec 2015,02 Oct 2017,12:41
5826,Trollolol,1152,-,-,-,1,4,-,-,100%,27 Oct 2015,02 Oct 2017,12:41
5827,cshepss,1152,-,-,-,1,3,33%,33%,33%,06 May 2017,02 Oct 2017,12:41
5828,Georgios6666s,1152,-,-,-,1,3,-,33%,67%,02 Feb 2016,02 Oct 2017,12:41
5829,Exterminator,1152,-,-,-,1,3,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
5830,q759193315,1152,-,-,-,1,2,50%,-,50%,22 Oct 2015,02 Oct 2017,12:41
5831,jonahbuist,1152,-,-,-,1,2,-,-,100%,08 Oct 2015,02 Oct 2017,12:41
5832,CharlesR220,1152,-,-,-,1,2,-,-,100%,22 Oct 2015,02 Oct 2017,12:41
5833,Opti87,1152,-,-,-,1,2,-,-,100%,13 Oct 2015,02 Oct 2017,12:41
5834,speare,1152,-,-,-,1,1,-,100%,-,17 Nov 2015,02 Oct 2017,12:41
5835,1696462853,1152,-,-,-,1,1,-,100%,-,15 Oct 2015,02 Oct 2017,12:41
5836,equarea,1152,-,-,-,1,1,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
5837,HARSH,1152,-,-,-,1,1,-,-,100%,20 Oct 2015,02 Oct 2017,12:41
5838,IsGooby,1152,-,-,-,1,1,-,-,100%,23 Oct 2015,02 Oct 2017,12:41
5839,Lincoln,1152,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5840,peuleschil,1152,-,-,-,1,1,-,-,100%,09 Mar 2017,02 Oct 2017,12:41
5841,Screen,1152,-,-,-,1,1,-,100%,-,17 Oct 2015,02 Oct 2017,12:41
5842,blando_miranda,1152,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5843,bmbsqdbogle,1151,5,2,3,6,24,71%,21%,8%,02 Sep 2016,02 Oct 2017,12:41
5844,Rasilu,1151,5,-,1,3,8,75%,13%,13%,17 Jan 2016,02 Oct 2017,12:41
5845,Mac8,1151,4,-,-,5,10,80%,10%,10%,21 Oct 2015,02 Oct 2017,12:41
5846,Treeballcatfarm,1151,3,5,-,11,15,73%,7%,20%,24 Dec 2015,02 Oct 2017,12:41
5847,LemonCube,1151,3,2,3,2,20,45%,15%,40%,15 Oct 2015,02 Oct 2017,12:41
5848,AceUnderhand,1151,3,-,-,1,6,50%,-,50%,10 Jul 2017,02 Oct 2017,12:41
5849,Herbert Derps,1151,2,2,-,4,9,44%,11%,44%,15 Oct 2015,02 Oct 2017,12:41
5850,QueenSubterfuge,1151,2,1,4,4,20,85%,15%,-,31 May 2016,02 Oct 2017,12:41
5851,14pinkponies,1151,2,1,-,8,9,56%,22%,22%,29 Feb 2016,02 Oct 2017,12:41
5852,yosifc,1151,2,-,-,2,4,100%,-,-,21 Oct 2015,02 Oct 2017,12:41
5853,doodloo,1151,1,6,3,28,42,52%,17%,31%,21 Apr 2016,02 Oct 2017,12:41
5854,Gop Gop 1,1151,1,3,5,4,22,82%,9%,9%,09 Dec 2016,02 Oct 2017,12:41
5855,Visser,1151,1,1,2,15,26,46%,38%,15%,30 Jan 2017,02 Oct 2017,12:41
5856,TruffleHundin4ever,1151,1,-,3,18,29,45%,41%,14%,20 Sep 2016,02 Oct 2017,12:41
5857,dArKblAcK,1151,1,-,1,1,6,50%,33%,17%,18 Oct 2015,02 Oct 2017,12:41
5858,EricD,1151,1,-,-,2,3,67%,-,33%,16 Oct 2015,02 Oct 2017,12:41
5859,xDRKx,1151,1,-,-,1,2,50%,50%,-,06 Dec 2015,02 Oct 2017,12:41
5860,chatters,1151,-,1,1,1,10,80%,20%,-,06 Nov 2015,02 Oct 2017,12:41
5861,Twigs,1151,-,1,1,3,6,50%,17%,33%,30 Sep 2016,02 Oct 2017,12:41
5862,Erebor Khin,1151,-,1,-,1,11,9%,9%,82%,21 Nov 2015,02 Oct 2017,12:41
5863,Canttouchtis,1151,-,1,-,1,5,40%,20%,40%,19 Oct 2015,02 Oct 2017,12:41
5864,CloudLeap,1151,-,1,-,2,4,50%,25%,25%,05 Feb 2016,02 Oct 2017,12:41
5865,Aurelina,1151,-,1,-,3,4,50%,50%,-,10 Jun 2017,02 Oct 2017,12:41
5866,J Torrance,1151,-,1,-,1,3,33%,33%,33%,26 Dec 2015,02 Oct 2017,12:41
5867,Hypnotyx,1151,-,-,1,1,6,17%,50%,33%,16 Mar 2016,02 Oct 2017,12:41
5868,Sir_Ahh,1151,-,-,1,3,5,40%,60%,-,06 Nov 2016,02 Oct 2017,12:41
5869,Apenrar,1151,-,-,1,1,3,33%,67%,-,17 Oct 2015,02 Oct 2017,12:41
5870,Bondb,1151,-,-,1,1,3,33%,-,67%,18 Mar 2016,02 Oct 2017,12:41
5871,PetalExplorer,1151,-,-,-,7,11,18%,64%,18%,07 Jul 2017,02 Oct 2017,12:41
5872,glassblower420,1151,-,-,-,1,7,14%,43%,43%,14 Jan 2016,02 Oct 2017,12:41
5873,Sitchang,1151,-,-,-,3,5,40%,40%,20%,11 Oct 2016,02 Oct 2017,12:41
5874,Mindudeee,1151,-,-,-,2,5,20%,-,80%,19 Oct 2015,02 Oct 2017,12:41
5875,Cubix,1151,-,-,-,1,5,-,60%,40%,14 Feb 2016,02 Oct 2017,12:41
5876,Lance Legacy,1151,-,-,-,1,4,25%,50%,25%,17 Jun 2017,02 Oct 2017,12:41
5877,Aspx,1151,-,-,-,3,4,25%,75%,-,26 Jul 2017,02 Oct 2017,12:41
5878,Coffeebun,1151,-,-,-,2,3,67%,33%,-,12 Dec 2015,02 Oct 2017,12:41
5879,Paradise,1151,-,-,-,2,3,67%,-,33%,16 Feb 2016,02 Oct 2017,12:41
5880,Feetoffthesky,1151,-,-,-,2,3,33%,67%,-,26 Oct 2015,02 Oct 2017,12:41
5881,griggle24,1151,-,-,-,1,3,-,-,100%,12 Jan 2017,02 Oct 2017,12:41
5882,Domesticmango,1151,-,-,-,2,3,-,100%,-,05 Sep 2016,02 Oct 2017,12:41
5883,Outsiderocket15,1151,-,-,-,2,3,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
5884,XrayEvan,1151,-,-,-,1,3,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
5885,Tylore,1151,-,-,-,1,2,50%,50%,-,23 Oct 2015,02 Oct 2017,12:41
5886,Tribane,1151,-,-,-,1,2,50%,50%,-,20 Dec 2015,02 Oct 2017,12:41
5887,Duke of Deepcore,1151,-,-,-,1,2,-,50%,50%,05 Jan 2016,02 Oct 2017,12:41
5888,AwkardMan,1151,-,-,-,2,2,-,-,100%,17 Jun 2017,02 Oct 2017,12:41
5889,Yakuza671,1151,-,-,-,1,2,-,50%,50%,01 Apr 2016,02 Oct 2017,12:41
5890,CountCaffine,1151,-,-,-,1,1,-,-,100%,31 Jul 2016,02 Oct 2017,12:41
5891,ItsReaper,1151,-,-,-,1,1,-,100%,-,26 Oct 2015,02 Oct 2017,12:41
5892,masouddddiiii,1151,-,-,-,1,1,-,-,100%,25 Oct 2015,02 Oct 2017,12:41
5893,p0wda,1151,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5894,davood,1151,-,-,-,1,1,-,100%,-,23 Oct 2015,02 Oct 2017,12:41
5895,rrafi,1151,-,-,-,1,1,-,-,100%,22 Oct 2015,02 Oct 2017,12:41
5896,Seam,1151,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5897,Killa985,1151,-,-,-,1,1,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
5898,AeoKiD,1151,-,-,-,1,1,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
5899,HachiRoku,1151,-,-,-,1,1,-,-,100%,25 Oct 2015,02 Oct 2017,12:41
5900,a2456361128,1151,-,-,-,1,1,-,100%,-,24 Oct 2015,02 Oct 2017,12:41
5901,henta,1151,-,-,-,1,1,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
5902,Swagmasterwill,1150,5,3,-,1,21,48%,14%,38%,21 Oct 2015,02 Oct 2017,12:41
5903,Flickedbean,1150,3,3,6,5,34,74%,21%,6%,06 Dec 2014,02 Oct 2017,12:41
5904,T Fro,1150,2,5,-,13,18,61%,39%,-,14 Oct 2015,02 Oct 2017,12:41
5905,Kinjo,1150,2,1,-,1,14,71%,14%,14%,13 Oct 2015,02 Oct 2017,12:41
5906,Condor,1150,2,-,1,2,7,43%,29%,29%,27 Apr 2017,02 Oct 2017,12:41
5907,Ariok,1150,2,-,-,1,10,30%,60%,10%,05 May 2017,02 Oct 2017,12:41
5908,MateyByrd,1150,2,-,-,1,5,40%,20%,40%,26 Jan 2017,02 Oct 2017,12:41
5909,Johnny Buckeye,1150,2,-,-,2,3,67%,-,33%,20 Oct 2015,02 Oct 2017,12:41
5910,RoboRobert,1150,1,7,6,42,50,84%,10%,6%,15 Oct 2015,02 Oct 2017,12:41
5911,RainbowShifter,1150,1,2,-,1,8,50%,13%,38%,22 Jul 2015,02 Oct 2017,12:41
5912,roydon,1150,1,1,1,1,7,86%,14%,-,21 Oct 2015,02 Oct 2017,12:41
5913,Split Jack,1150,1,-,-,2,5,40%,-,60%,25 Oct 2015,02 Oct 2017,12:41
5914,vgmaster831,1150,1,-,-,1,4,50%,25%,25%,23 Oct 2015,02 Oct 2017,12:41
5915,Paultagoras,1150,1,-,-,2,3,33%,33%,33%,04 Aug 2016,02 Oct 2017,12:41
5916,Valens,1150,1,-,-,2,2,50%,-,50%,09 Jan 2016,02 Oct 2017,12:41
5917,astraria,1150,-,3,-,4,9,67%,-,33%,19 Oct 2015,02 Oct 2017,12:41
5918,D Money,1150,-,2,3,4,17,71%,24%,6%,13 Nov 2015,02 Oct 2017,12:41
5919,NightMan,1150,-,2,2,1,7,86%,14%,-,17 Oct 2015,02 Oct 2017,12:41
5920,Sprinkle,1150,-,2,-,1,7,29%,-,71%,07 Sep 2016,02 Oct 2017,12:41
5921,RagnarTheRed,1150,-,1,2,4,9,44%,22%,33%,16 Oct 2015,02 Oct 2017,12:41
5922,Derek6225,1150,-,1,1,2,6,50%,17%,33%,22 Dec 2015,02 Oct 2017,12:41
5923,jj65,1150,-,1,1,1,5,60%,20%,20%,19 Sep 2016,02 Oct 2017,12:41
5924,Mchonea,1150,-,1,-,2,10,50%,40%,10%,18 Nov 2015,02 Oct 2017,12:41
5925,Cytosine,1150,-,1,-,3,9,67%,11%,22%,18 Nov 2015,02 Oct 2017,12:41
5926,Quinnius Maximus,1150,-,1,-,6,6,67%,-,33%,25 Aug 2015,02 Oct 2017,12:41
5927,Filth,1150,-,1,-,1,3,33%,67%,-,05 Aug 2016,02 Oct 2017,12:41
5928,opelo,1150,-,1,-,1,2,50%,50%,-,11 Jan 2016,02 Oct 2017,12:41
5929,DangerMouse,1150,-,1,-,1,2,50%,50%,-,23 Dec 2015,02 Oct 2017,12:41
5930,Crisdebon,1150,-,-,3,4,14,57%,21%,21%,20 Oct 2015,02 Oct 2017,12:41
5931,bompy,1150,-,-,1,8,11,55%,18%,27%,29 Oct 2015,02 Oct 2017,12:41
5932,Glowmanz,1150,-,-,1,3,7,71%,29%,-,19 Nov 2015,02 Oct 2017,12:41
5933,Tyler45,1150,-,-,1,1,4,25%,-,75%,17 Oct 2015,02 Oct 2017,12:41
5934,misterious,1150,-,-,-,1,13,23%,15%,62%,07 Nov 2015,02 Oct 2017,12:41
5935,Lornikof,1150,-,-,-,2,12,17%,50%,33%,20 Nov 2015,02 Oct 2017,12:41
5936,Munrwils,1150,-,-,-,1,7,-,14%,86%,31 Aug 2015,02 Oct 2017,12:41
5937,Toggle,1150,-,-,-,4,6,-,50%,50%,15 Oct 2015,02 Oct 2017,12:41
5938,Eeperman,1150,-,-,-,4,5,60%,40%,-,16 Feb 2015,02 Oct 2017,12:41
5939,TonyK,1150,-,-,-,1,4,25%,25%,50%,29 Oct 2015,02 Oct 2017,12:41
5940,kegar,1150,-,-,-,1,4,25%,25%,50%,16 Feb 2016,02 Oct 2017,12:41
5941,Laythj,1150,-,-,-,2,4,-,25%,75%,13 Feb 2016,02 Oct 2017,12:41
5942,redmajor,1150,-,-,-,1,4,-,-,100%,13 Oct 2015,02 Oct 2017,12:41
5943,Archangel6,1150,-,-,-,1,4,-,75%,25%,20 Mar 2016,02 Oct 2017,12:41
5944,DabLord,1150,-,-,-,1,4,-,50%,50%,21 Jan 2016,02 Oct 2017,12:41
5945,Flur,1150,-,-,-,2,3,33%,-,67%,18 Oct 2015,02 Oct 2017,12:41
5946,Bombs1294,1150,-,-,-,1,3,33%,-,67%,29 Dec 2016,02 Oct 2017,12:41
5947,Defensetech,1150,-,-,-,1,3,33%,67%,-,31 Jul 2015,02 Oct 2017,12:41
5948,Halosfan87,1150,-,-,-,1,3,33%,33%,33%,05 Oct 2015,02 Oct 2017,12:41
5949,Hale,1150,-,-,-,2,3,-,33%,67%,24 Oct 2015,02 Oct 2017,12:41
5950,RuleBrittania,1150,-,-,-,1,3,-,-,100%,11 Apr 2016,02 Oct 2017,12:41
5951,Fretrick,1150,-,-,-,1,3,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
5952,Goralim,1150,-,-,-,1,2,50%,50%,-,14 Oct 2015,02 Oct 2017,12:41
5953,Rusteedusty,1150,-,-,-,1,2,-,50%,50%,08 Jan 2017,02 Oct 2017,12:41
5954,lisp,1150,-,-,-,1,2,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5955,jsmill,1150,-,-,-,1,2,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5956,The1,1150,-,-,-,2,2,-,-,100%,07 Nov 2015,02 Oct 2017,12:41
5957,Sadisadou,1150,-,-,-,1,2,-,50%,50%,28 Jul 2015,02 Oct 2017,12:41
5958,Damiano,1150,-,-,-,1,2,-,50%,50%,17 Oct 2015,02 Oct 2017,12:41
5959,lukethedonkey,1150,-,-,-,1,2,-,100%,-,15 Oct 2015,02 Oct 2017,12:41
5960,OneTonTurd,1150,-,-,-,1,2,-,-,100%,18 Nov 2015,02 Oct 2017,12:41
5961,NeKnife,1150,-,-,-,1,2,-,50%,50%,12 Apr 2016,02 Oct 2017,12:41
5962,KLjNT,1150,-,-,-,1,2,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
5963,pudpoty,1150,-,-,-,1,2,-,100%,-,11 Jun 2017,02 Oct 2017,12:41
5964,mtzefrain7,1150,-,-,-,1,2,-,50%,50%,20 Oct 2015,02 Oct 2017,12:41
5965,Jack the Fister,1150,-,-,-,1,2,-,-,100%,05 Mar 2017,02 Oct 2017,12:41
5966,Michaelb04,1150,-,-,-,1,1,-,100%,-,16 Oct 2015,02 Oct 2017,12:41
5967,DDanixi,1150,-,-,-,1,1,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
5968,xookin,1150,-,-,-,1,1,-,100%,-,19 Oct 2015,02 Oct 2017,12:41
5969,Tarik_z3,1150,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
5970,Doryhawke,1150,-,-,-,1,1,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
5971,stas,1150,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
5972,codwarrior,1150,-,-,-,1,1,-,100%,-,03 Nov 2015,02 Oct 2017,12:41
5973,CARLO5ONIC,1150,-,-,-,1,1,-,-,100%,25 May 2016,02 Oct 2017,12:41
5974,dima006,1150,-,-,-,1,1,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
5975,PYang3,1150,-,-,-,1,1,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
5976,Leigh,1150,-,-,-,1,1,-,100%,-,06 Oct 2015,02 Oct 2017,12:41
5977,Crpurdom,1150,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
5978,sac-a-marde,1150,-,-,-,1,1,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
5979,Teqna,1150,-,-,-,1,1,-,-,100%,14 Oct 2015,02 Oct 2017,12:41
5980,Jafar,1150,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
5981,Serafin,1149,10,3,2,12,43,74%,21%,5%,11 Nov 2015,02 Oct 2017,12:41
5982,Navyguy,1149,6,4,10,11,40,85%,8%,8%,25 Feb 2016,02 Oct 2017,12:41
5983,Tonymontana,1149,5,-,1,15,15,53%,20%,27%,25 Jan 2016,02 Oct 2017,12:41
5984,Carthage,1149,3,4,6,19,48,35%,10%,54%,04 Mar 2017,02 Oct 2017,12:41
5985,BartO81,1149,3,3,6,26,37,76%,5%,19%,08 Jul 2016,02 Oct 2017,12:41
5986,K003,1149,3,3,1,8,20,70%,20%,10%,05 Apr 2016,02 Oct 2017,12:41
5987,seamus mclove,1149,3,2,-,6,13,62%,23%,15%,23 Jan 2016,02 Oct 2017,12:41
5988,Dynamicz,1149,2,4,5,8,29,69%,14%,17%,26 Dec 2015,02 Oct 2017,12:41
5989,YurisSpecialVodka,1149,2,2,1,1,9,67%,22%,11%,18 Nov 2015,02 Oct 2017,12:41
5990,AlexW,1149,2,2,-,1,8,75%,25%,-,19 Oct 2015,02 Oct 2017,12:41
5991,Jordan24c,1149,2,1,2,8,15,80%,13%,7%,21 Jan 2016,02 Oct 2017,12:41
5992,CaptainWolf,1149,2,1,-,2,7,43%,14%,43%,16 Oct 2015,02 Oct 2017,12:41
5993,supernovae,1149,2,-,-,1,5,40%,20%,40%,16 Apr 2017,02 Oct 2017,12:41
5994,GunBulletCrazy,1149,1,1,5,6,14,64%,14%,21%,28 Sep 2016,02 Oct 2017,12:41
5995,Raptus,1149,1,1,1,5,9,56%,44%,-,25 Aug 2016,02 Oct 2017,12:41
5996,PatTheRoc,1149,1,1,-,7,10,70%,10%,20%,09 Oct 2016,02 Oct 2017,12:41
5997,iNf3ctedRa1N,1149,1,1,-,1,6,67%,33%,-,19 Jun 2016,02 Oct 2017,12:41
5998,Cuckedbymom,1149,1,-,1,6,15,53%,27%,20%,10 Jun 2016,02 Oct 2017,12:41
5999,SirTybalt,1149,1,-,1,1,12,67%,17%,17%,12 Nov 2015,02 Oct 2017,12:41
6000,EnsuingRequiem,1149,1,-,1,1,5,40%,-,60%,27 Mar 2016,02 Oct 2017,12:41
6001,Macalmann,1149,1,-,-,6,24,25%,38%,38%,19 Oct 2015,02 Oct 2017,12:41
6002,noyo,1149,1,-,-,1,6,33%,17%,50%,17 Oct 2015,02 Oct 2017,12:41
6003,frankiedee,1149,1,-,-,1,5,20%,40%,40%,16 Oct 2015,02 Oct 2017,12:41
6004,CopperOne,1149,1,-,-,1,4,75%,25%,-,09 Dec 2015,02 Oct 2017,12:41
6005,TobyMoby22,1149,1,-,-,1,4,25%,25%,50%,25 May 2016,02 Oct 2017,12:41
6006,Taruk izamah,1149,1,-,-,1,3,67%,33%,-,15 Feb 2016,02 Oct 2017,12:41
6007,Bdickles,1149,-,1,1,5,13,77%,8%,15%,11 Dec 2015,02 Oct 2017,12:41
6008,Chairman Meow,1149,-,1,1,3,9,56%,22%,22%,20 Oct 2015,02 Oct 2017,12:41
6009,scott2ten,1149,-,1,1,1,5,60%,20%,20%,15 Oct 2015,02 Oct 2017,12:41
6010,mcgovern14,1149,-,1,-,2,9,22%,11%,67%,18 Oct 2015,02 Oct 2017,12:41
6011,Donniedotwoah,1149,-,1,-,2,8,38%,25%,38%,10 Nov 2016,02 Oct 2017,12:41
6012,Monkey master,1149,-,1,-,2,6,33%,33%,33%,29 Jan 2017,02 Oct 2017,12:41
6013,Jakkar,1149,-,-,2,2,7,71%,-,29%,11 Nov 2015,02 Oct 2017,12:41
6014,twotrident,1149,-,-,-,4,7,29%,43%,29%,04 Jan 2016,02 Oct 2017,12:41
6015,Gabriel0726,1149,-,-,-,1,5,-,20%,80%,07 Apr 2016,02 Oct 2017,12:41
6016,Jizzstar,1149,-,-,-,2,4,50%,50%,-,25 Feb 2017,02 Oct 2017,12:41
6017,Walterbishop,1149,-,-,-,2,4,25%,25%,50%,21 Apr 2016,02 Oct 2017,12:41
6018,Trickster1243,1149,-,-,-,1,4,25%,50%,25%,28 Nov 2016,02 Oct 2017,12:41
6019,Wintermute38,1149,-,-,-,1,4,25%,50%,25%,18 Oct 2015,02 Oct 2017,12:41
6020,ThatKidIan,1149,-,-,-,2,4,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
6021,CropUpAnywhere,1149,-,-,-,1,4,-,50%,50%,02 Nov 2015,02 Oct 2017,12:41
6022,Myouhiro,1149,-,-,-,2,3,67%,33%,-,27 Jul 2016,02 Oct 2017,12:41
6023,Ominorse,1149,-,-,-,1,3,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
6024,guptan,1149,-,-,-,2,2,50%,-,50%,19 Dec 2015,02 Oct 2017,12:41
6025,cyber,1149,-,-,-,1,2,-,-,100%,14 Oct 2015,02 Oct 2017,12:41
6026,Adr0ns,1149,-,-,-,1,2,-,100%,-,09 Nov 2015,02 Oct 2017,12:41
6027,FartSnatcher,1149,-,-,-,1,2,-,-,100%,05 Oct 2015,02 Oct 2017,12:41
6028,mahmut demirdil,1149,-,-,-,1,2,-,50%,50%,16 Oct 2015,02 Oct 2017,12:41
6029,LITTLE SPIDER,1149,-,-,-,1,1,-,100%,-,19 Oct 2015,02 Oct 2017,12:41
6030,Zanryuu,1148,3,5,3,6,18,78%,22%,-,03 Jan 2016,02 Oct 2017,12:41
6031,Virlomigoddess,1148,1,2,2,6,11,45%,9%,45%,11 Aug 2015,02 Oct 2017,12:41
6032,David_knight13,1148,1,-,1,1,8,38%,50%,13%,11 May 2017,02 Oct 2017,12:41
6033,Daeth,1148,1,-,-,1,12,8%,17%,75%,18 Feb 2017,02 Oct 2017,12:41
6034,Ledo,1148,1,-,-,2,6,17%,17%,67%,19 Jun 2017,02 Oct 2017,12:41
6035,Mesonic,1148,1,-,-,1,4,50%,25%,25%,08 Jan 2017,02 Oct 2017,12:41
6036,Bacteriophage,1148,1,-,-,1,3,33%,-,67%,06 Nov 2015,02 Oct 2017,12:41
6037,Colbyd99,1148,-,2,2,2,16,75%,25%,-,23 Apr 2016,02 Oct 2017,12:41
6038,Definately not ryan,1148,-,2,-,1,10,20%,70%,10%,30 Nov 2015,02 Oct 2017,12:41
6039,ShiSha,1148,-,2,-,1,6,17%,-,83%,13 Nov 2015,02 Oct 2017,12:41
6040,6lack Soul,1148,-,1,5,4,20,55%,20%,25%,03 Mar 2017,02 Oct 2017,12:41
6041,Collokey,1148,-,1,2,3,10,50%,20%,30%,05 Oct 2015,02 Oct 2017,12:41
6042,Larkonis,1148,-,1,2,6,9,67%,-,33%,27 Dec 2016,02 Oct 2017,12:41
6043,Ryan G,1148,-,1,-,1,4,50%,25%,25%,12 Jan 2017,02 Oct 2017,12:41
6044,psycowookie69,1148,-,1,-,1,3,67%,-,33%,15 Oct 2015,02 Oct 2017,12:41
6045,Jowist,1148,-,-,2,5,15,47%,47%,7%,20 Oct 2015,02 Oct 2017,12:41
6046,bijalba,1148,-,-,-,2,6,17%,-,83%,19 Oct 2015,02 Oct 2017,12:41
6047,Woody00,1148,-,-,-,1,6,-,-,100%,21 Apr 2017,02 Oct 2017,12:41
6048,mad madman99,1148,-,-,-,1,5,40%,40%,20%,23 Oct 2015,02 Oct 2017,12:41
6049,sifern,1148,-,-,-,1,4,25%,-,75%,30 Aug 2017,02 Oct 2017,12:41
6050,AngeloI,1148,-,-,-,1,4,-,50%,50%,09 Nov 2015,02 Oct 2017,12:41
6051,ahmadajallal,1148,-,-,-,2,4,-,25%,75%,20 Oct 2015,02 Oct 2017,12:41
6052,Gump587,1148,-,-,-,1,3,33%,33%,33%,19 Oct 2015,02 Oct 2017,12:41
6053,Bikester,1148,-,-,-,1,3,-,33%,67%,25 Oct 2015,02 Oct 2017,12:41
6054,smith404,1148,-,-,-,2,3,-,100%,-,17 Oct 2015,02 Oct 2017,12:41
6055,theflash4201,1148,-,-,-,1,2,-,-,100%,05 Sep 2016,02 Oct 2017,12:41
6056,aluti,1148,-,-,-,2,2,-,-,100%,23 Sep 2017,02 Oct 2017,12:41
6057,RemyRaider,1148,-,-,-,1,2,-,50%,50%,05 Mar 2016,02 Oct 2017,12:41
6058,Paulchen1409,1148,-,-,-,1,2,-,-,100%,21 Nov 2015,02 Oct 2017,12:41
6059,Katarina,1148,-,-,-,2,2,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
6060,austinjones2089,1148,-,-,-,1,1,-,100%,-,23 Oct 2015,02 Oct 2017,12:41
6061,QqQqQq,1148,-,-,-,1,1,-,100%,-,04 Nov 2015,02 Oct 2017,12:41
6062,abc123456,1148,-,-,-,1,1,-,100%,-,25 Oct 2015,02 Oct 2017,12:41
6063,oskarbro,1147,5,4,2,12,27,70%,19%,11%,17 Oct 2015,02 Oct 2017,12:41
6064,Dillenger,1147,2,6,7,45,80,43%,30%,28%,14 Feb 2016,02 Oct 2017,12:41
6065,Joeylefluer,1147,2,4,4,25,44,34%,14%,52%,09 Jan 2017,02 Oct 2017,12:41
6066,mrpio,1147,2,1,-,15,18,72%,6%,22%,21 Oct 2015,02 Oct 2017,12:41
6067,LetitLoose,1147,2,1,-,2,8,50%,-,50%,23 Oct 2015,02 Oct 2017,12:41
